Artist,Lyrics,Key,Genre,Music,Song,Title,Guitar,Visits
"Bandula Wijeweera, Edward Jayakody, Sunil Edirisinghe",Premakeerthi De Alwis,F minor | Beat,Movie Songs,H.M.Jayarathna,එක යායේ කකා වැටී එකා වගේ එකට ඉදී එක පවුලේ උපන් ලෙසේ කල ආරක්ෂා නාස් ලනුව දමනවාලු කරත්තයක බදිනවාලු අපට හිටිය ලපටි කැකුළු නාඹර වස්සා ගෙට ආකල ටිකිරි ලියා නුඹ වේවිලු කබරගොයා ලිදට ගියත් අවසරයක් ගන්නට වේවී දල ගලවා අතේ තියා නුඹ නටවයි ඒ ළමයා පනවාලා දරුණ දණ්ඩ බන්ධන නීති වලට වැටුනු එකායකා වලටම ඇදගනු මිසකා වලෙන් උඩ ට එන්නට අත දෙන්නට කැමති නෑදෑහිතවතෙක් නැති ඒගැන හිතුවොත් යෙහෙකි කසාදෙ නම් කසාය හරි තිත්ත බෙහෙතකි,eka-yaye-kaka,INTRO/INTER |Fm | - |Bbm/Ab|Eb/Fm | |Fm | - |Bbm/Ab|Eb/Fm | |Fm | - |Eb |Fm | |Fm | - |Eb |Fm | |Fm | - | - | - | CHORUS Fm Fm Bbm Fm Eb Fm Fm Eb Fm Fm Bbm Eb Fm VERSE 1 Fm Bbm Fm Bbm Fm Fm Bbm Ab Eb Fm Eb Fm Fm Eb Fm Fm Bbm Eb Fm Back To Chorus VERSE 2 Fm Bbm Fm Bbm Fm Fm Bbm Ab Eb Fm Eb Fm Fm Eb Fm Fm Bbm Eb Fm Back To Chorus,3108
Punsiri Soyza,Premakeerthi De Alwis,D minor | Beat,Old Pops,Ananda Gamage,එකම මගක පියවර මැන යන්නයි එකම බිමක සෙවනැළි පැටලෙන්නයි සෙනේ දියෙන් මීවිත පිරවෙන්නයි මගේ පැතුම ඔබ මට හිමිවෙන්නයි// වැලේ පිපුණු මල නොවේ වැලට බර බිඟුන් සරාවී බැලුම් හෙලා හිතේ රැඳුණු පෙම් නොම දෙන් රටකට// මගේ ලොවින් පිට නොයන් පලා// මගේ ලොවට සඳ ඔබේ සිඟිති මුව අගින් එබේවී හැඟුම් මවා ඔබේ පිනට මතු මගේ ගෙපැල ළඟ// කුසුම් පිපේවා පවන් සලා//,ekama-magaka,INTRO |Gm |Dm | C |Dm | |Dm | - | F |Dm | | G | C | F |Dm | |Dm |Am | G |Dm | CHORUS Dm C F Dm Gm Dm Dm F Dm C Am Dm INTER || F | - |Am | - || |Dm | G | - |Dm | |Dm | C | VERSE 1 Dm Dm C Dm G Dm Dm C Am Dm Back To Chorus VERSE 2 Dm Dm C Dm G Dm Dm C Am Dm Back To Chorus,1509
Priya Sooriyasena,Premakeerthi De Alwis,A Major | Beat,Old Pops,Priya Sooriyasena,එකම වීදියේ දෙතුන් වතාවක් එහා මෙහා අපි ඇවිද ඇතී බිමට නැමුණු මල් අතු ඉති අතරේ අපේ කතාවන් රැඳී ඇතී සුදු හසඟන සේ හසරැළි ඉහලා හඳ පායන සේ හද ගිණි නිවලා ඔබ මා සුරතේ දසඟිලි පටලා දොඩමළු වීලා මට ඉඟි කරලා හැන්දෑ යාමේ මා අත හැරලා යන්නී ඔබ ඔබේ කුටියට පෙරලා කවුළුව අතරින් හසරැලි එළලා මම යමි මගේ හිත ඔබ ළඟ තියලා තනි යහනේ මා කෙසේ සිතන්නේ මා සිත ඔබේ ළඟ නොවෙද තියෙන්නේ ඔබට හිතෙන දේ හිතට කියාදී හෙට එන විට යලි රැගෙන වරෙන්,ekama-weediye,INTRO || A | - | D | - || | A |F#m| D | A | | A | - | - | - | |E7 | - | A | - | CHORUS A D E A A D E A INTER | A | D | G | A | | A | - |F#m| - | |F#m| - | D | - | | A | - | - | - | | A | D | G | A | VERSE 1 A E A A E A A Bm A A G A Back To Chorus VERSE 2 A E A A E A A Bm A A G A Back To Chorus VERSE 3 A E A A E A A Bm A A G A Back To Chorus,1154
"Angelin Gunathilaka, H.R.Jothipala",Premakeerthi De Alwis,A minor | Beat,"Duets, Golden Pop, Old Pops",P.L.A.Somapala,හෝ…හෝ හො හෝ…හෝ හෝ හෝ…. ඈත දිලිසෙන හිරු සඳු රන්තරු රහසේ කීවා මට ඔබ ගැන තොරතුරු මගේ නෙත් යුග මතු පියවෙන තුරු ආදරෙයි මා ආදරෙයි// ළා තණ නිල්ලේ… පිණි කඳුළැල්ලේ මා ඔබ දුටු ඒ ප්‍රේම ලෝකේ// දෑස දෑසක් සොයා තනි වූ දිනේදි මධු සඳ රැල්ලේ සතුටු සඳැල්ලේ වාසනාවේ අමිල උදාවේ සීත සුළ‍ඟේ වෙලී මතු හමුවුණාවේ,etha-dilisena,INTRO | A | - | - | - | | A | - | - |A/D| A | - | x 2 | D | - | E | - | A | - | - | - | | A | - | - | - | A | - | - | - | G			 Am CHORUS Am	 G Am Am	 G	 F Am	 G F E E7	 Am INTER | E | - | - | - | D | - | E | - | x 2 | E | - | D | - | E | - | C | - | | F |F/Am| VERSE 1 Am Am | C Am Am | C E	 Am G		 F Am VERSE 2 Am Am | C Am Am | C E	 Am G		 F Am,858
Priya Sooriyasena,Premakeerthi De Alwis,G major,Old Pops,Priya Sooriyasena,හෙට දවසේ අප දෙදෙනා අද වාගෙම හමුවිය යුතුවේ අද දවසේ මවෙත ගෙනා මිහිර හෙටත් ගෙන ආ යුතු වේ// කිසි වෙනසක් නැති එකම දෙයක් ඇත එය මා හද රැදි ආදරයි මගෙ ජීවිතයම නෞකාවක් නම් එය ඔබ පැදයන සාගරයයි අද සුපිපෙන මල හෙට නොපිපේවී ලෝකය දිවයයි වෙනස් වෙලා එලෙස වෙනස්‍වන ලොවෙහි අළුත්වන් ආදරයම මම ඉදිමි බලා,heta-dawase,INTRO / INTER | D | A/G | G | D/G | | G | - | D | G | | G | - | - | D/G | | G | - | CHORUS D G D G D G D G D G D G D G D G INTER | G | - | - | - | - | - | - | | D | - | G | - | - | VERSE 1 D	 A G D G G D G D D G D G VERSE 2 D	 A G D G G D G D D G D G,1674
Milton Mallawarachchi,Premakeerthi De Alwis,D major,No,Clarence Wijewardena,හිමින් සැරේ පා නගනා දුවේ හර්ෂනී සිනා සිසී ඳඟ කරනා දුවේ හර්ෂනී දුවේ හර්ෂනී ජීවිතයේ මාලිගාව සතුට පුරා දී මනාව වාසනාව මට ගෙනාව කැකුළු සුවඳ කිරි සිනාව මල් සුවඳයි පින් සුවඳයි රෝස මලක පාට ගෑව ආකාසේ හැන්දැවක ඈත ඇදෙන කුරුළු රෑන ගයන ගීත ඉල්ලාගෙන මුමුනන්නම් නළවන්නම්,himinsere-paa-nagana,INTRO / INTER | G | - | D | - | | C | - | D | - | | D | - | G | - | | C | - | D | - | | C | - | D | - | CHORUS D G D D G A A D VERSE 1 D C G D D C G D G D VERSE 2 D C G D D C G D G D,597
Sunil Edirisinghe,Premakeerthi De Alwis,D major | Beat,Classics,Victor Rathnayaka,හිසේ ගිනි ඇවිලෙතේ පසේ බුදුවරු නැතේ ඇසේ තෙත ඇත හිතේ පිසින්නේ කවුරුදෝ// කඳුළු දනව්වේ උල්පතින් හඬන හැඬුම් ගංගා ගලා ඒ ඉවුරේ මෙසේ ඒ ඉවුරේ මෙසේ ලොවේ අය දිව යතේ යුගෙන් යුගේ අත් වැල් බැඳී යදම් වැලක් විලසින් ඇදී නෑ නිවුණේ සදා නෑ නිවුණේ සදා මිනිස් කම මෙදියතේ,hise-gini-awilethe,INTRO | D | - |Bm | - | | D | - |Bm | - | | D | - | - | - | |Em | - | D | - | | D | A | D | G | CHORUS D Em A D A7 D INTER | D | - | - | - | | D | - | - | - | | D |Gm | D | - | | D | - | - | G | | C | G | D | - | VERSE 1 D F#m G G D C D A G D Gm D Back To Chorus VERSE 2 D F#m G G D C D A G D Gm D Back To Chorus,774
Malani Bulathsinhala,Premakeerthi De Alwis,D minor | Beat,Old Pops,H.M.Jayawardhana,කන්ද කෙන්ද කරනු පිණිස කන්දට ගරහාලා කෙන්ද කන්ද පාමුල ළඟ සිටියලු තනි වීලා අන්ද මන්ද ගණ අදුරේ කෙන්ද පටලැවීලා කන්ද කඩා වැටේ සිතූ කෙන්ද බලාපල්ලා ගහේ පිපුණ මල් සේරම බඹරුන්ටත් දීලා බලා හිඳී ගසක් ඔහේ සුළගේ හිනැහීලා බඹරු එතත් දෙඹරු එතත් ගහ නැහැ කැළඹීලා ඔහේ සිනා සෙනු මිස විහඟුන්ගේ ගී අහලා කුණාටු සුළි සුළං වැදී ගහකොල පෙරලාවි මුල හොඳනම් ගසක් ළඟදි කුණාටු පරදීවී ගහේම මල් බුදු පුදටත් නෙලා රැගෙන යාවී ඒ ඈයෝම ඒ ගහේම මල් බිම පාගාවී,kanda-kenda,INTRO/INTER |Dm | - | - | C | |Dm | - | - | - | |Dm | F |Dm | - | |Gm | - |Dm | - | CHORUS Dm / C Dm Dm /C Dm Dm / C Dm Dm / C Dm|C|C/Dm| Dm Bb F A F Gm C Dm VERSE 1 Dm C Dm Dm C Dm|C|C/Dm| Dm F Dm F Gm C Dm Back To Chorus VERSE 2 Dm C Dm Dm C Dm|C|C/Dm| Dm F Dm F Gm C Dm Back To Chorus,1583
Mervin Perera,Premakeerthi De Alwis,F minor | Beat,No,Mervin Perera,කතරක තනි වී ඔබ යන අයුරු පෙනි පෙනී හිම සිළ මුදුනත සිටියද මහද ගිනි ගනී ගිම්හානය පැමිණි එක් තැනම නොම රැඳේ පැමිණෙන දුක් පැණි රස බව නොසිතුණිද ළඳේ සඳ නොදන්න නමුදු සඳට එලිය හිරුගෙනී ඔබ නොදන්න නමුදු ඔබට සෙවණ මම දෙමි... // සෙනෙහස හද තුල උතුරා ගලනු දැනි දැනී තව විමසන සිරිතට නිහඬවම හිනැහෙමි විසල් තුරු නුදුන් පල නැත නොපිපුණ කැකුළු දසන් දෙතිස කුමටද නැති විට මුව මුකුළු... // ගඟක් ලෙස ගලා විත් නැමි නැමී දඟ වැදී මගේ දෙපා සිපගනු මැන සිහිල සිතට දී,katharaka-thaniwee,INTRO | Fm | Eb | C# | Fm | |Bbm | Ab | Fm | - | | Fm | - | - | Eb | | Eb | C# | Fm | - | | Fm | CHORUS Fm				 Eb Fm	 Eb	 Bbm	 Fm C	 Fm	 Fm	 Eb	 Cm Fm	 Eb	 C# C Fm INTER |Fm | - |Bbm| Eb | |Fm | - | - | - | |Eb |C# |Fm | - | VERSE 1 Fm	 Bbm	 Fm	 Cm Bbm	 Ab		Fm Eb	 C#		 Eb Fm	 Eb	 C#	 Fm (|Fm/Eb|C#/Fm|) VERSE 2 Fm	 Bbm	 Fm	 Cm Bbm	 Ab		Fm Eb	 C#		 Eb Fm	 Eb	 C#	 Fm (|Fm/Eb|C#/Fm|),2653
H.R.Jothipala,Premakeerthi De Alwis,F major | Beat,"Golden Pop, Movie Songs",P.L.A.Somapala,කවුද ඔබ කවුරුන් දෝ මලක පිනි බිඳුවක් දෝ නිහඬ වීලා මන් දෝ පවසන්නෙ මොනවා දෝ සිතුවාට නැත සිතෙන්නේ කවුද ඔබ කවුරුන් දෝ මලක පිනි බිඳුවක් දෝ මදහාස බැල්මෙන් තී මා මත් කරන්නේ ඇයි කල්පනාවෙන් මෙන් නැද්ද නෙත් සළන්නේ සඳපායලා ආ ඒ ඔබ දෝ වසන්තේ සැළලිහිණි ගී පිළිරැව් හඬ දෝ දසන්තේ එදා සීගිරීයෙහී ඇඳුණු රුවක් දෝ රුවක් දෝ...රුවක් දෝ.. වළාකුල වගේ පීරූ හිස පිරිමදින්නම් නෙළා ඕළු මානෙල් මල් ගෙල පළඳවන්නම් මගේ ආදරේ සතුටින් පිළිගන්නවා නම් උදේ මෙන් දිවා රෑ මම් පණ සේ රකින්නම් හිතා ගන්න බෑ තාමත් ඔබ කාගෙ කවු දෝ කවු දෝ...කවු දෝ......,kawda-oba-kawrundo,INTRO |F |- |Gm|C/F| x 3 |F |- |Gm|C7 | CHORUS F			 Gm	F F			 Gm	 F C7 F F			 Gm	F INTER |F | - |Bb | - |G7| - | C |F | |F | - |Bb | - |F |C |F | + | VERSE 1 F C F F C F |F|Bb|C|F| F C F F C F Bb C7 F C7 F C7 F VERSE 2 F C F F C F F C F F C F Bb C7 F C7 F C7 F,1454
Niranjala Sarojini,Premakeerthi De Alwis,D minor | Beat,Old Pops,Stanley Pieris,කෙදිනද කූඩු හදන්නට එන්නේ කෙදිනද කූඩු වෙලා අප ඉන්නේ සෞම්‍ය ප්‍රේම සඳ කිරණේ කවදා තනිවන්නේ බිඳුණු සෙනේ දළු ලියලා ලා ගිනි වනපෙත ඒකාලෝක කෙරේ මා ප්‍රිය හිමි ඔබ එයි විඩාවෙන් දුර එනතුරු දොරකඩ රැක ඉන්නට සෞම්‍ය ප්‍රේම සඳ කිරණේ කවදා තනිවන්නේ දෙපය දොවා පිණි දිය දෝරේ ගිය බිරිඳක වූ දා නේද අගේ මා හිස සිඹ දොඩනා කතන්දර රස මසවුලු සුව‍ඳෙහි තුඩ තබනට සෞම්‍ය ප්‍රේම සඳ කිරණේ කවදා තනිවන්නේ,kedinada-kudu,INTRO | + | + | + | + | | C | - |Bb | C | |Dm | - | - | - | CHORUS Dm Bb C Dm Dm Gm F Dm Dm Bb C F Dm INTER |Dm | + |Bb | C | | C | - |Dm | - | | E | - | - | - | | E | F | G |Bb | |Dm | - | VERSE 1 Dm F G C Bb Dm Dm Bb C C Dm Dm Bb C F Dm Back To Chorus VERSE 2 Dm F G C Bb Dm Dm Bb C C Dm Dm Bb C F Dm Back To Chorus,2621
Niranjala Sarojini,Premakeerthi De Alwis,E Major | Beat,Old Pops,Victor Rathnayaka,ලොව නිසසල වී නවතින මොහොතේ යටිහිත් මතුකොට සිනහ සලා ලොව දොඩමළු වී නෙත් මානන කල අප දෙදෙනා ඉමු තරහා වෙලා තුඩින් තුඩට ගොස් අප ගැන තොරතුරු බොදවී යයි ආදරයක ලස්සන දෙහිතෙහි හිරවී ඇතිතුරු පමණයි අප දෙදෙනාගේ කතාව ලස්සන අනුන් සිටින විට විමසිලි දෑසින් නෙත් සඟලින් හෝ ඉඟි නොකරනු මැන සිතින් දෙදෙන එකතැන ඉන්නා බව දෙතොල් තෙරපලා ගොළු කරගනු මැන,lowa-nisasala-wee,INTRO || E | - | - |B/A| |B7 | - | - | - || CHORUS E B /E A B A B B B7 E INTER | A | - | E |B/E| | E |B7 | - | E | | E | - |B7 | E | | B | - |B7 | E | VERSE 1 E B A B7 E E B7 E A / B B B7 E Back To Chorus VERSE 2 E B A B7 E E B7 E A / B B B7 E Back To Chorus,1246
